id,loss
1878,752.3
1880,1008
1881,1365
1882,1731
1886,843.2
1892,1457
1894,2528
1898,2724
1899,2354
1902,1246
1903,3759
1906,1440
1910,2276
1911,1731
1914,3380
1929,3197
1932,1365
1952,1006
1959,1375
1960,1837
1976,3847
1980,2893
1981,2092
1987,2092
1994,1798
2000,843.2
2008,2174
2011,2480
2012,5140
2019,1837
2022,3391
2024,9070
2028,966.7
2030,3719
2031,7156
2047,1837
2049,647.7
2050,1639
2051,4052
2056,1692
2057,1054
2059,2443
2069,3719
2085,1692
2089,966.7
2090,1573
2101,3011
2114,2443
2115,1375
2118,1268
2119,2276
2125,1639
2128,2896
2129,1563
2132,1731
2133,2415
2135,767
2136,1692
2143,1163
2144,1163
2145,2856
2152,2174
2160,3391
2166,1563
2169,1119
2170,1522
2172,1717
2181,1649
2183,1731
2185,3011
2188,2583
2189,2174
2194,4899
2202,1563
2208,2856
2227,1731
2230,5486
2235,2092
2236,1692
2244,7013
2248,1522
2252,1440
2254,1596
2260,5847
2263,1955
2274,1596
2277,932.7
2279,6099
2280,1.086e+04
2283,2623
2284,843.2
2288,2856
2292,2007
2295,5140
2296,1180
2299,2528
2315,5384
2318,1573
2329,1.012e+04
2337,1563
2340,980.1
2342,1649
2347,2276
2349,4377
2354,1281
2361,2623
2370,1692
2378,2751
2382,3898
2387,1440
2389,2092
2394,1440
2396,2218
2400,2856
2407,2443
2414,1119
2415,1798
2421,2064
2427,1798
2428,2540
2430,2651
2435,2276
2445,5140
2446,1649
2447,1277
2449,1930
2451,1915
2458,1.323e+04
2462,1.086e+04
2463,2724
2467,2276
2471,5847
2475,2115
2478,3087
2483,4377
2485,1153
2487,1163
2494,676.3
2497,1798
2499,1586
2503,1393
2513,2651
2515,2174
2522,1639
2523,1281
2528,2751
2532,5140
2536,1060
2538,1692
2539,1006
2540,2092
2545,4808
2548,1153
2549,1006
2553,2276
2563,1692
2566,2218
2574,1440
2575,2751
2584,2724
2588,2751
2589,966.7
2592,1596
2596,1522
2598,1649
2602,1054
2603,1522
2607,2340
2609,1440
2611,5293
2627,1639
2628,1798
2630,2893
2633,2174
2636,7435
2640,1031
2641,1226
2657,4628
2659,1054
2662,1054
2663,1837
2667,2276
2670,966.7
2682,2092
2694,3197
2699,5847
2700,3011
2703,5615
2708,2174
2714,912.9
2725,676.3
2726,1246
2727,1246
2732,1930
2733,5384
2736,5293
2745,2443
2760,1361
2764,1994
2765,5847
2766,638
2775,1837
2783,1692
2784,1119
2786,2276
2801,1375
2803,1837
2813,5293
2815,6456
2816,1522
2818,2724
2819,2340
2822,1163
2825,1692
2826,1365
2830,1522
2834,1365
2835,6099
2856,2651
2873,6099
2886,5615
2892,3256
2896,980.1
2897,1031
2899,2092
2901,1128
2909,5486
2914,3632
2915,1246
2916,2174
2919,942.9
2926,2340
2927,1994
2933,1522
2934,2893
2941,1798
2942,1731
2946,2443
2949,1573
2952,1731
2957,9125
2962,2007
2963,966.7
2965,1915
2966,6099
2971,2276
2975,730.6
2979,1054
2985,9661
2995,2724
2996,1376
3001,2856
3007,2583
3008,932.7
3014,3197
3017,1.086e+04
3021,1268
3025,2583
3026,1008
3034,2340
3035,2528
3044,2893
3046,3197
3047,5615
3057,2997
3059,5847
3063,4272
3065,1365
3067,2276
3069,1365
3076,3536
3086,1163
3088,2276
3090,1915
3096,3197
3100,1060
3102,2115
3103,2583
3107,1054
3118,1226
3120,4272
3123,2007
3128,1246
3132,1596
3140,1639
3152,2354
3165,2893
3183,1376
3190,1094
3197,2007
3201,1268
3203,1837
3214,2174
3219,2276
3220,1440
3221,4146
3229,1717
3234,1163
3235,3380
3240,1731
3241,1563
3249,2092
3254,897.2
3264,3719
3266,2218
3270,859.6
3282,1731
3285,1798
3289,1365
3291,1522
3295,1912
3299,859.6
3302,1522
3303,5615
3308,3536
3309,4118
3324,1930
3327,4899
3330,3971
3335,1375
3339,1915
3340,2547
3343,1596
3350,2856
3353,1692
3356,8417
3361,3011
3368,1060
3376,1376
3381,1163
3383,2443
3397,3087
3403,2276
3405,1731
3410,1563
3412,2547
3416,2856
3417,1798
3423,3197
3427,6456
3435,3087
3439,1128
3441,2276
3450,1522
3453,1006
3454,1365
3458,9070
3459,1717
3467,3863
3469,5790
3477,1094
3478,7984
3482,966.7
3484,5293
3506,2539
3515,5847
3522,3197
3523,1596
3526,1178
3532,1586
3534,1731
3537,1128
3539,1008
3542,4377
3545,1054
3552,1649
3554,1246
3573,1994
3576,1163
3577,2893
3580,1573
3583,1178
3584,1619
3609,1128
3613,5140
3623,2092
3624,3632
3638,7774
3642,2064
3643,2276
3647,1365
3653,1912
3654,4272
3656,1522
3658,859.6
3659,3847
3663,6150
3664,3197
3666,912.9
3681,1376
3689,2893
3694,2893
3695,1522
3699,1563
3701,2218
3704,3572
3721,1163
3726,4217
3727,2893
3729,2443
3731,4217
3738,1376
3740,2751
3744,1440
3757,1031
3758,897.2
3778,1731
3781,3759
3790,6099
3796,1153
3798,6150
3804,1163
3813,1094
3814,1163
3815,2528
3818,2007
3823,2724
3826,7984
3831,1563
3834,3536
3835,2751
3849,2415
3850,2480
3855,2340
3864,2480
3867,2280
3871,1153
3879,1692
3880,2651
3882,4323
3884,9661
3893,1692
3895,1522
3901,3087
3903,1060
3913,1563
3921,2174
3929,2528
3947,912.9
3962,2007
3963,1006
3966,1731
3975,1912
3976,5615
3977,2856
3978,1246
3979,1008
3983,1930
3985,859.6
3989,8610
3992,1915
3995,2174
4008,2340
4013,1731
4029,1837
4035,3197
4040,2276
4048,912.9
4060,2007
4066,1246
4075,859.6
4079,2340
4083,1128
4091,1692
4092,6757
4093,2724
4098,2751
4108,1522
4109,897.2
4110,3380
4116,2340
4129,1731
4130,4218
4140,2174
4146,1649
4150,4133
4151,7209
4153,1376
4169,6099
4170,1994
4179,1692
4183,3719
4188,3056
4190,1563
4193,1563
4201,7984
4205,1246
4210,2480
4226,2218
4229,1915
4241,2724
4242,1246
4257,3391
4258,730.6
4260,2276
4263,5140
4267,912.9
4273,2235
4274,1915
4277,1246
4281,1649
4283,4543
4293,2724
4294,1440
4305,3898
4307,3011
4318,1573
4325,2340
4327,4323
4332,2893
4335,4377
4336,3863
4337,730.6
4339,3847
4343,1440
4346,942.9
4348,1573
4350,3847
4358,2064
4359,2007
4363,2142
4366,4118
4374,1008
4375,2115
4377,1163
4393,3197
4395,2235
4400,1060
4402,6456
4404,7984
4415,2443
4418,1798
4422,1522
4430,1440
4432,2092
4433,1008
4435,5790
4438,1731
4444,1759
4447,2092
4451,5140
4452,1915
4457,1522
4459,3863
4469,1246
4471,8144
4486,1128
4488,2276
4510,1563
4515,942.9
4527,3676
4530,1054
4534,881.2
4535,3847
4536,1375
4548,2751
4549,1692
4551,5293
4556,2849
4559,743.7
4564,1361
4570,3971
4575,7984
4584,3056
4585,2893
4591,1837
4592,2751
4593,1912
4594,1226
4598,1119
4607,2651
4608,974.9
4620,2340
4621,3011
4625,2751
4635,3087
4638,5140
4652,2724
4657,2528
4658,1837
4666,5615
4672,1522
4676,2893
4680,1031
4681,6346
4683,3485
4684,1060
4689,2583
4690,2651
4692,1837
4697,1798
4700,1731
4705,1.811e+04
4721,1912
4726,1912
4729,942.9
4731,4377
4736,2064
4739,1798
4740,1798
4753,1226
4754,2480
4755,5140
4756,1128
4759,1798
4764,1226
4771,3087
4772,1731
4776,820.7
4780,2849
4784,1457
4786,1376
4787,3011
4789,1094
4794,1912
4800,1837
4807,3087
4813,7984
4818,2443
4823,1.012e+04
4824,1930
4829,2443
4830,912.9
4835,2583
4844,1692
4845,1649
4846,2528
4847,897.2
4854,2856
4857,3197
4861,966.7
4863,1216
4866,2997
4869,4218
4871,1376
4872,2115
4875,2724
4877,7984
4878,966.7
4885,1994
4886,1376
4888,3971
4890,1246
4896,1153
4899,2528
4913,767
4916,2142
4920,3847
4925,3087
4934,2115
4941,2340
4946,1522
4954,2893
4956,1314
4958,4323
4965,1226
4966,1281
4970,2651
4977,1731
4980,2480
4984,1994
4995,932.7
4997,3087
4999,1994
5005,3572
5011,1639
5015,2480
5016,2528
5019,2856
5024,2174
5030,2092
5031,1649
5034,2174
5047,1.012e+04
5048,2480
5052,1375
5061,1912
5062,7156
5067,3391
5068,4522
5077,1440
5079,2092
5090,3087
5094,2174
5103,1930
5104,966.7
5106,2115
5107,2092
5110,1163
5114,1731
5116,4146
5121,5629
5122,2856
5124,1008
5132,3847
5133,1798
5138,2051
5143,2092
5153,1596
5154,1930
5155,966.7
5160,1731
5169,4118
5172,3256
5173,3197
5179,966.7
5182,2893
5187,1153
5192,2896
5211,1365
5213,3087
5219,966.7
5225,2528
5226,1128
5227,4628
5228,2092
5239,3676
5241,1522
5244,2092
5248,3759
5260,1246
5266,1094
5273,1759
5280,7209
5298,4543
5300,1060
5306,3087
5307,1163
5311,4146
5316,1163
5323,912.9
5332,1731
5336,1692
5338,1094
5342,3197
5347,1314
5355,3971
5357,2007
5362,1361
5363,1314
5364,1006
5366,2276
5374,4543
5375,767
5379,2751
5380,2340
5383,843.2
5385,1563
5390,1912
5393,4737
5398,1798
5411,2651
5414,897.2
5429,1522
5432,8610
5436,1246
5437,4899
5439,1226
5440,3863
5449,1573
5458,1281
5460,912.9
5462,1163
5463,2340
5465,2539
5467,3087
5475,2651
5483,1915
5485,1226
5489,1837
5493,2651
5497,843.2
5501,1393
5506,1268
5507,1573
5510,3011
5524,4218
5531,1376
5542,3847
5543,2174
5544,4737
5552,1759
5560,2276
5563,3898
5573,2539
5579,1128
5584,3197
5585,9070
5594,1596
5595,1731
5597,1912
5598,1442
5604,1731
5606,1563
5610,1119
5615,4543
5631,1268
5637,1442
5646,1639
5656,3087
5658,1.086e+04
5666,1522
5668,2623
5673,1314
5680,1314
5691,2651
5692,6150
5693,1930
5697,3197
5698,1731
5700,1994
5704,2092
5705,1798
5707,912.9
5710,932.7
5716,897.2
5720,1649
5722,2276
5727,2064
5733,1522
5737,2354
5742,3676
5747,912.9
5760,2651
5774,1522
5788,4899
5796,1717
5797,1376
5800,2480
5812,1692
5814,1094
5818,1163
5819,3289
5823,5140
5826,2893
5830,1717
5831,1573
5846,2856
5864,2174
5869,647.7
5870,3971
5879,1393
5883,1.012e+04
5886,1246
5889,4737
5904,1915
5905,1128
5910,2856
5911,2051
5914,1706
5915,1586
5920,1094
5925,1759
5926,1930
5934,2724
5939,3011
5941,942.9
5943,1008
5949,3485
5961,1731
5965,5140
5966,2583
5969,743.7
5970,2443
5978,3011
5979,2651
5983,1442
5985,6150
5989,1376
5997,1522
6004,2276
6010,3719
6013,1563
6019,1573
6020,1226
6032,1163
6036,4737
6037,5629
6039,1575
6050,1798
6051,1522
6053,4543
6057,1596
6059,1246
6067,3971
6068,1440
6075,1639
6078,843.2
6079,4628
6080,3847
6082,4146
6084,1246
6091,2893
6092,1246
6093,5140
6096,1573
6102,1717
6105,1639
6116,1837
6122,912.9
6126,1006
6131,4377
6140,5293
6141,1246
6146,966.7
6147,2724
6157,2856
6162,2276
6163,2354
6165,2443
6170,6456
6208,1692
6216,3863
6218,1649
6223,2361
6224,2092
6227,1731
6240,1.086e+04
6241,1522
6246,1226
6248,4189
6249,1214
6255,1639
6261,2893
6262,7013
6269,1563
6271,2174
6278,2583
6284,1649
6285,1365
6287,1094
6288,2480
6291,2276
6296,966.7
6297,3391
6304,1912
6309,2856
6310,912.9
6311,2276
6316,1281
6319,1563
6332,9070
6335,5847
6336,1246
6341,1094
6359,1246
6369,1912
6375,743.7
6378,3197
6380,2893
6385,1.086e+04
6387,7435
6391,2893
6392,730.6
6393,2651
6400,897.2
6411,2724
6415,1994
6416,2276
6419,3011
6421,1246
6432,2276
6438,1575
6444,932.7
6445,1522
6446,1365
6448,7855
6452,1376
6459,2092
6470,3898
6475,966.7
6484,2480
6492,2480
6502,1759
6505,1246
6506,1837
6513,1692
6514,3197
6524,4676
6525,676.3
6528,1457
6529,9070
6531,1649
6538,1731
6541,4133
6546,2751
6553,843.2
6563,752.3
6567,1837
6586,5615
6588,2340
6589,4272
6591,3380
6596,1376
6607,1563
6613,1.086e+04
6615,1915
6625,1226
6629,3326
6630,2480
6632,1522
6640,912.9
6645,2893
6648,2276
6656,1639
6658,2583
6661,1586
6663,2174
6665,2893
6673,1731
6676,1798
6681,1365
6683,1692
6684,897.2
6695,1246
6697,1522
6700,2751
6702,1153
6703,1365
6704,3485
6712,4146
6716,4737
6723,1365
6733,3759
6734,2276
6739,3719
6743,676.3
6746,1522
6756,1365
6758,1365
6765,912.9
6772,2092
6776,3536
6777,1798
6784,2893
6785,1268
6788,1649
6790,1837
6792,1119
6797,1281
6802,2443
6806,1060
6808,980.1
6809,3380
6810,1596
6814,1281
6815,2856
6819,966.7
6824,2751
6830,1731
6835,4899
6838,1731
6845,5384
6846,1128
6847,2893
6848,6099
6849,3197
6864,9125
6869,1440
6870,1692
6876,1522
6878,2276
6890,8417
6892,4118
6899,1163
6906,1246
6908,1281
6912,2651
6913,1054
6925,1268
6932,1731
6935,1365
6939,1376
6946,2276
6950,1008
6963,1246
6972,4899
6974,789
6978,3197
6979,767
6985,2751
6989,3847
7005,980.1
7007,1731
7009,4522
7015,752.3
7036,3197
7047,2724
7049,1054
7054,3087
7056,6456
7058,932.7
7061,1163
7064,1163
7066,1798
7069,752.3
7085,1457
7086,7435
7096,1246
7103,9661
7122,1915
7125,4522
7126,1006
7130,1314
7134,5790
7135,1008
7140,3536
7145,1060
7148,1994
7151,5293
7156,3971
7157,1522
7161,2443
7163,2092
7168,1119
7170,6346
7174,820.7
7175,9070
7199,820.7
7200,5293
7203,2340
7209,1522
7210,1.086e+04
7215,1365
7240,3632
7241,1639
7248,1731
7253,4737
7260,3572
7262,1393
7264,3197
7265,2528
7267,4146
7268,5847
7269,2583
7270,2276
7271,820.7
7274,4808
7289,789
7292,2724
7293,2893
7294,647.7
7296,4737
7298,1246
7299,1692
7304,5140
7305,1457
7308,2276
7309,2539
7310,1314
7311,2856
7312,1837
7317,1440
7319,7435
7320,3759
7329,5384
7330,4543
7331,3536
7336,1094
7353,3087
7358,3197
7363,3380
7365,4522
7366,1119
7374,3485
7377,1522
7378,2997
7382,1798
7388,2528
7398,2856
7400,1837
7411,1731
7426,2583
7434,6456
7436,743.7
7442,1226
7443,1639
7464,1915
7470,2547
7476,942.9
7478,1128
7479,1361
7480,2218
7487,1798
7495,3011
7498,1522
7507,5140
7525,4808
7527,1314
7528,1361
7533,966.7
7535,3536
7536,608.7
7537,2751
7544,1442
7552,2280
7553,2539
7554,1994
7555,1639
7556,6456
7560,2051
7564,3759
7570,1314
7571,1153
7573,1246
7574,1586
7575,1163
7592,1163
7595,4133
7596,1649
7601,2623
7608,1915
7610,1128
7613,2276
7623,2856
7630,1163
7638,1054
7643,743.7
7647,3011
7671,966.7
7672,1717
7676,2051
7682,897.2
7689,3197
7691,1692
7695,3011
7705,2092
7707,4628
7709,1912
7710,9070
7714,2724
7716,4118
7717,2361
7718,2174
7719,1994
7720,1178
7723,2174
7727,3847
7728,1639
7737,2174
7745,2340
7747,7013
7751,2092
7759,3719
7766,2276
7767,3719
7769,2276
7775,1163
7786,2651
7798,4737
7806,3847
7807,1.012e+04
7821,2064
7822,1731
7825,1246
7829,2142
7831,2528
7835,6099
7840,4899
7844,1094
7846,3380
7854,4323
7860,1060
7873,1798
7874,2340
7878,1731
7879,1596
7886,1994
7887,9661
7888,2651
7900,1994
7907,1119
7908,966.7
7920,1094
7921,1440
7922,1798
7923,1522
7925,1314
7927,1054
7938,2415
7939,1649
7944,1837
7945,4522
7947,5293
7949,1440
7959,1163
7961,2092
7964,1314
7967,2276
7969,2218
7971,3197
7974,1163
7975,1119
7978,2276
7981,1281
7984,3197
7991,2174
8001,7013
8004,2856
8010,1281
8011,1060
8012,1731
8016,1008
8022,1731
8023,1440
8024,2856
8026,2856
8031,980.1
8037,1226
8040,3380
8045,752.3
8046,3536
8048,2092
8049,542.9
8051,4737
8061,2651
8062,1442
8074,1268
8076,1692
8077,1268
8081,1798
8085,1731
8086,1119
8088,3056
8094,3256
8096,2443
8109,2092
8113,1440
8114,3863
8118,2174
8119,1798
8120,1522
8123,1246
8127,4737
8128,2007
8130,788.8
8132,2623
8133,1006
8134,1692
8136,3759
8137,2354
8146,676.3
8152,4543
8154,2893
8156,5847
8161,3536
8163,2751
8164,5293
8167,1.012e+04
8173,1246
8174,1731
8175,2893
8176,2092
8179,1094
8183,7855
8186,1912
8188,3632
8189,2856
8194,1.086e+04
8195,4146
8196,3197
8198,1915
8202,1163
8206,4899
8209,4146
8222,2218
8224,4808
8227,4737
8230,1361
8241,1994
8253,1759
8255,8144
8259,5629
8263,2617
8266,4323
8267,8417
8272,9070
8273,1912
8279,2218
8281,1798
8286,1457
8288,3380
8294,7013
8295,2651
8296,1031
8302,2443
8308,6456
8314,2276
8320,1522
8321,3011
8325,3759
8331,1163
8338,4146
8342,5384
8343,1563
8348,3759
8357,2651
8363,1596
8364,1731
8365,4522
8380,1008
8387,3011
8397,4899
8400,1915
8406,6456
8410,1.296e+04
8413,4377
8434,2340
8437,2415
8444,2856
8447,1522
8455,932.7
8458,1798
8459,1008
8460,3971
8461,1008
8478,1837
8485,1376
8486,2856
8488,1.012e+04
8492,2235
8500,2174
8501,4628
8509,3197
8511,4377
8514,1930
8528,2583
8531,1457
8539,5486
8542,1731
8559,7435
8560,1246
8570,730.6
8571,2896
8572,1596
8575,3536
8578,1692
8582,2893
8608,2064
8610,8144
8628,743.7
8629,2340
8638,3719
8646,3011
8658,743.7
8668,7774
8673,1522
8675,2856
8679,1994
8686,1837
8689,1376
8690,3971
8696,3197
8697,2480
8699,1119
8701,5384
8709,1226
8713,1649
8722,1563
8724,7774
8730,1246
8731,2528
8739,2583
8742,2547
8745,980.1
8746,6456
8747,1692
8750,3256
8762,1165
8778,3536
8781,1731
8795,2051
8797,5140
8798,2849
8805,3452
8807,1128
8812,1586
8813,3197
8826,2724
8829,897.2
8830,1281
8833,6757
8838,1246
8841,4218
8842,1008
8843,4118
8844,1915
8866,1054
8868,1955
8871,2849
8879,2092
8883,2092
8884,4146
8890,4272
8892,1596
8898,1376
8904,897.2
8906,1226
8908,1128
8909,4189
8910,966.7
8914,7855
8925,820.7
8936,1376
8942,1563
8948,1930
8956,2480
8958,2651
8960,1930
8978,3485
8986,2007
8990,7209
9002,1649
9010,5140
9018,1246
9020,2142
9025,1094
9031,2893
9033,1639
9034,1094
9036,2893
9038,3011
9045,3452
9048,1596
9052,5847
9055,1246
9062,3380
9065,2276
9066,3536
9072,1649
9076,2623
9080,1649
9083,3719
9086,2092
9088,1246
9089,5847
9099,2547
9100,2893
9103,1008
9104,1522
9106,1.086e+04
9111,1214
9115,2856
9122,1639
9125,1692
9126,1837
9144,4808
9157,2218
9161,980.1
9166,1522
9169,1153
9173,1649
9182,1731
9185,1798
9186,1522
9188,1586
9194,1006
9195,1006
9196,1717
9202,1994
9204,6456
9210,2651
9211,1.176e+04
9215,5293
9218,1692
9230,2218
9235,3391
9239,3759
9242,2007
9248,6346
9263,3197
9264,2896
9267,1563
9269,3971
9273,1281
9274,3485
9279,1163
9280,2235
9281,2724
9282,1246
9299,1365
9300,2051
9308,1731
9310,2092
9311,1930
9315,5775
9320,1440
9329,1153
9331,4543
9332,2007
9342,752.3
9349,4737
9360,2724
9362,1692
9366,2092
9372,1393
9373,4899
9375,1994
9378,4543
9393,1008
9403,7984
9405,1.296e+04
9407,1246
9411,5140
9412,2064
9423,843.2
9424,859.6
9426,5293
9427,1639
9429,1365
9431,1798
9433,2896
9438,2092
9440,1163
9451,1442
9463,1006
9464,3256
9466,859.6
9467,4146
9477,6346
9493,3087
9500,1054
9502,1522
9505,5293
9507,1563
9511,1006
9516,1375
9518,2480
9520,1246
9526,6150
9529,1731
9536,1692
9537,3452
9538,1573
9549,2623
9552,1163
9554,1365
9556,1365
9559,2174
9561,4146
9562,1563
9564,1563
9565,4323
9567,4899
9570,966.7
9573,2480
9578,1361
9579,2007
9587,1094
9593,1798
9599,1930
9602,1376
9603,1522
9604,1008
9611,1440
9617,5847
9623,2651
9627,3759
9641,1798
9642,647.7
9644,897.2
9654,1119
9661,1731
9662,2856
9668,3087
9669,2174
9677,2443
9679,2235
9684,1639
9688,2528
9701,2276
9705,1128
9706,2480
9712,843.2
9713,1365
9719,7855
9722,2724
9723,897.2
9744,2092
9745,2340
9746,9125
9752,2007
9761,2480
9773,2539
9775,2539
9780,846.2
9782,1731
9783,2443
9788,4522
9791,1314
9797,932.7
9805,3632
9806,4377
9810,1128
9814,2443
9815,1915
9816,4146
9817,7156
9819,1314
9831,1692
9833,1.012e+04
9835,2443
9836,8610
9841,608.7
9847,2651
9848,9070
9850,1912
9857,2174
9860,1393
9863,2751
9870,7984
9876,942.9
9882,1226
9886,4146
9894,1798
9898,752.3
9904,2218
9905,2623
9907,1759
9908,1912
9910,2174
9915,1163
9928,752.3
9929,2893
9931,980.1
9942,1837
9943,3197
9947,1365
9948,966.7
9950,4272
9954,2007
9956,1365
9960,2480
9961,3759
9967,3632
9971,3256
9974,1563
9979,1365
9985,3632
9986,1731
9996,1522
9997,1365
10001,2480
10004,2540
10014,3847
10016,4146
10022,3391
10031,3847
10036,2051
10041,4808
10045,1596
10050,1639
10051,4146
10053,3391
10054,2724
10063,1246
10064,1692
10086,1163
10094,1094
10095,8144
10105,2276
10107,1692
10109,2276
10111,1573
10113,1994
10115,1031
10118,1393
10125,2218
10127,2724
10131,1365
10137,2651
10138,980.1
10140,5629
10141,3632
10142,2893
10151,1128
10152,3632
10153,2276
10154,859.6
10163,2092
10173,4899
10176,4737
10177,1639
10183,1837
10208,1994
10217,3197
10219,2174
10231,1759
10239,980.1
10240,1563
10243,1573
10247,5384
10255,4808
10258,1573
10259,1930
10260,3326
10261,3847
10263,7984
10268,1798
10271,2997
10272,1365
10279,3197
10281,4377
10283,2751
10299,6757
10300,1649
10303,2893
10307,1375
10311,966.7
10318,4737
10320,6150
10334,2092
10335,2856
10338,1376
10342,1281
10349,1094
10354,2354
10358,2751
10361,3380
10369,3971
10370,2540
10377,1376
10378,1649
10380,5293
10386,1246
10391,5847
10393,1060
10395,8417
10396,2856
10399,3719
10400,2528
10405,2354
10414,2276
10416,1281
10417,1798
10418,7013
10419,2276
10422,1440
10426,1376
10427,4899
10430,1094
10431,1365
10438,2480
10442,1457
10446,3971
10450,3197
10454,1094
10458,1798
10459,1596
10460,1639
10473,5847
10475,1717
10481,1153
10484,1.085e+04
10485,6456
10487,2651
10489,897.2
10493,8417
10507,3087
10515,1798
10519,789
10523,1163
10527,2539
10529,789
10535,2007
10540,3847
10542,1281
10543,3971
10544,1573
10545,2092
10547,1522
10549,3452
10565,2443
10569,1759
10570,2443
10572,3289
10575,1054
10580,1128
10582,1692
10584,1731
10589,1440
10592,1365
10598,1.012e+04
10599,2174
10603,1563
10608,1277
10610,1563
10612,1376
10615,5293
10619,1731
10623,2276
10627,1.299e+04
10630,3898
10645,789
10664,2893
10668,1563
10673,4052
10675,4146
10676,1649
10695,1226
10697,3971
10698,4522
10706,1094
10712,4737
10716,2354
10717,1178
10721,1586
10726,1365
10735,1246
10736,3087
10739,1376
10746,1759
10752,743.7
10753,1522
10762,1706
10768,1008
10772,3087
10782,1994
10783,5293
10785,3485
10786,730.6
10787,3391
10789,1915
