id,prediction
2295,5191.72842675
2296,1159.90933277
2299,2500.11791016
2315,5473.18974756
2318,1545.50631629
2329,10668.0219912
2337,1522.51145459
2340,940.876349362
2342,1623.60329919
2347,2300.30911084
2349,4519.35357324
2354,1259.77024695
2361,2604.08114599
2370,1642.37070337
2378,2766.62728345
2382,3998.26689722
2387,1407.15495435
2389,2050.85603735
2394,1386.34403199
2396,2187.54616894
2400,2864.41888281
2407,2393.33563867
2414,1070.02935669
2415,1793.87630505
2421,2020.18403296
2427,1766.06803479
2428,2527.82286133
2430,2633.55491308
2435,2292.94070117
2445,5189.45861279
2446,1616.50047839
2447,1248.97560486
2449,1911.04109668
2451,1885.1416781
2458,14296.4242431
2462,10824.8163584
2463,2675.28670776
2467,2270.36136792
2471,6041.84675098
2475,2097.15942029
2478,3102.20919043
2483,4534.71975
2485,1120.32547729
2487,1123.2355658
2494,663.239159668
2497,1784.31641468
2499,1560.47872656
2503,1376.62112903
2513,2626.11795093
2515,2131.54393946
2522,1579.71124548
2523,1260.40800842
2528,2779.3615586
2532,5247.37599511
2536,1039.5438424
2538,1648.17245703
2539,959.525385132
2540,2037.65925598
2545,4873.42617969
2548,1110.24674084
2549,971.663910888
2553,2240.75494507
2563,1658.68618237
2566,2195.58130127
2574,1386.78934131
2575,2786.18332764
2584,2736.84599389
2588,2757.72111987
2589,926.064989929
2592,1575.92832617
2596,1457.31091907
2598,1618.23408532
2602,1020.28277161
2603,1438.70700586
2607,2326.27211841
2609,1392.62801905
2611,5324.90414014
2627,1587.52518689
2628,1764.07267431
2630,2975.17392016
2633,2133.12759534
2636,7737.17477978
2640,1006.17926038
2641,1169.00969104
2657,4681.86978809
2659,1026.10599658
2662,1011.00895874
2663,1842.20643555
2667,2252.77148511
2670,934.432855103
2682,2054.26531103
2694,3259.08932471
2699,6187.18414697
2700,3059.64677099
2703,5629.6073916
2708,2134.26702758
2714,888.379484314
2725,663.815771667
2726,1220.22942505
2727,1234.42261646
2732,1910.33460632
2733,5524.66942334
2736,5289.44229004
2745,2405.47238867
2760,1282.5507732
2764,1986.46836096
2765,6126.15711719
2766,616.614443115
2775,1825.8193053
2783,1636.91970471
2784,1073.43728625
2786,2216.94686817
2801,1328.27725366
2803,1846.69954358
2813,5453.07843506
2815,6678.32843994
2816,1458.70692578
2818,2718.5655166
2819,2321.68117664
2822,1126.5436095
2825,1648.51539221
2826,1285.02878576
2830,1467.34141382
2834,1311.01907654
2835,6292.80587403
2856,2667.44076538
2873,6278.33003955
2886,5731.31073389
2892,3299.88897363
2896,951.932197876
2897,1006.97429199
2899,2079.51429358
2901,1081.87123657
2909,5564.51984521
2914,3684.62885278
2915,1193.43689026
2916,2139.94736548
2919,906.920153015
2926,2334.82108948
2927,1956.16431128
2933,1463.18732337
2934,2957.18696802
2941,1788.46748681
2942,1729.90862549
2946,2411.36414135
2949,1542.22911072
2952,1722.47531775
2957,9451.2510957
2962,1999.87899732
2963,928.914738342
2965,1888.29945581
2966,6344.50149316
2971,2252.19131055
2975,700.07827301
2979,1024.12271082
2985,9677.04215235
2995,2743.44005054
2996,1351.21987293
3001,2812.71543066
3007,2557.08374902
3008,902.105892578
3014,3248.40475415
3017,11779.7599834
3021,1240.09325317
3025,2549.2871023
3026,998.156933469
3034,2309.1208418
3035,2487.72014892
3044,2957.35570288
3046,3235.07619971
3047,5720.53682569
3057,3005.88384302
3059,6121.56240527
3063,4396.68054834
3065,1311.60631042
3067,2298.13105969
3069,1326.31555676
3076,3591.0950166
3086,1150.19268298
3088,2257.61410059
3090,1904.29755176
3096,3193.53466113
3100,1029.20922723
3102,2112.15964331
3103,2583.77489746
3107,1021.51322815
3118,1165.96194287
3120,4411.89461182
3123,1999.26359448
3128,1200.43069531
3132,1570.1441875
3140,1577.80491907
3152,2361.70851538
3165,2944.73435669
3183,1353.39779529
3190,1059.33279248
3197,1992.76198755
3201,1240.70392053
3203,1808.78512903
3214,2181.08350781
3219,2295.48584033
3220,1400.1503468
3221,4282.06451831
3229,1677.59143249
3234,1131.08575208
3235,3349.22698511
3240,1716.8506576
3241,1525.5066123
3249,2094.94734302
3254,868.250747559
3264,3751.70383496
3266,2193.28873999
3270,828.523870545
3282,1694.80175317
3285,1761.90027783
3289,1285.68199988
3291,1466.99198181
3295,1866.00051697
3299,830.699109863
3302,1463.43451563
3303,5733.23399365
3308,3588.20796289
3309,4169.38696192
3324,1942.57349805
3327,5022.98108692
3330,4091.44261816
3335,1335.55334826
3339,1895.7395387
3340,2536.39151636
3343,1568.37441431
3350,2809.04414599
3353,1633.75522754
3356,8753.45605908
3361,3068.92445459
3368,1032.09205029
3376,1344.65391846
3381,1150.73463342
3383,2397.45470655
3397,3102.23989649
3403,2287.013854
3405,1725.01981482
3410,1501.92043909
3412,2536.8786897
3416,2886.91620019
3417,1787.18945887
3423,3197.5172771
3427,6794.3417539
3435,3123.35752783
3439,1082.51937415
3441,2217.78094043
3450,1443.31061548
3453,971.23427405
3454,1286.58652111
3458,9197.09886719
3459,1679.59986817
3467,3945.53641553
3469,5901.32204541
3477,1054.73391919
3478,8360.34183398
3482,934.709761475
3484,5409.88931836
3506,2513.72674512
3515,6044.69577832
3522,3261.41099829
3523,1562.61028833
3526,1159.06226258
3532,1559.2735437
3534,1688.96490137
3537,1084.97683972
3539,996.362255128
3542,4545.70019995
3545,1025.16148706
3552,1615.34752283
3554,1213.42949732
3573,1966.24297949
3576,1132.20571741
3577,2957.32768066
3580,1547.3497583
3583,1158.54208924
3584,1576.71087317
3609,1102.22204944
3613,5162.04941016
3623,2087.49048852
3624,3620.55770728
3638,7805.23602734
3642,2022.12737121
3643,2219.70320703
3647,1289.45610107
3653,1857.05299988
3654,4394.87136084
3656,1456.73442761
3658,835.860531616
3659,3883.4969812
3663,6389.22760156
3664,3157.30551099
3666,876.155047973
3681,1338.71272497
3689,2944.13853735
3694,2924.279208
3695,1441.05618067
3699,1508.72607324
3701,2194.44454456
3704,3605.5827583
3721,1124.97823511
3726,4338.68908887
3727,2901.62122559
3729,2408.7657478
3731,4338.28931543
3738,1361.46113538
3740,2752.71769189
3744,1399.31865417
3757,1009.47078223
3758,854.511591309
3778,1720.46035534
3781,3811.60914746
3790,6331.07261524
3796,1118.50787976
3798,6397.88853272
3804,1133.62482105
3813,1062.44956494
3814,1133.14259229
3815,2501.25256323
3818,2003.8530404
3823,2701.5453562
3826,8283.8276543
3831,1513.42984094
3834,3556.39693164
3835,2781.616427
3849,2379.40146777
3850,2461.40655054
3855,2316.28588696
3864,2445.16551221
3867,2306.69464843
3871,1107.00473047
3879,1648.96858753
3880,2622.32880835
3882,4464.2433208
3884,9698.51473535
3893,1670.00606433
3895,1460.07762768
3901,3127.2474773
3903,1035.04962268
3913,1503.5839679
3921,2159.61566211
3929,2511.09047485
3947,885.299301636
3962,1991.18776026
3963,966.232092283
3966,1701.32502612
3975,1861.64886352
3976,5636.62797803
3977,2886.61799243
3978,1216.30777441
3979,975.288277222
3983,1934.07041675
3985,829.872437378
3989,8985.00392431
3992,1889.38776172
3995,2174.63110547
4008,2341.1659729
4013,1723.80609607
4029,1821.42317981
4035,3264.32566553
4040,2248.14398096
4048,886.367822571
4060,2006.38137866
4066,1229.93951904
4075,829.720768372
4079,2326.53053418
4083,1098.53546936
4091,1648.62519495
4092,6968.99533691
4093,2698.96259106
4098,2768.42168017
4108,1457.66181079
4109,847.119982116
4110,3367.29267675
4116,2336.96073023
4129,1702.02656506
4130,4377.49388232
4140,2170.75772656
4146,1613.42447656
4150,4188.57991162
4151,7373.49535254
4153,1349.06714954
4169,6323.23793213
4170,1987.4070011
4179,1631.84677014
4183,3743.90037256
4188,3076.20751684
4190,1496.95930713
4193,1517.31965405
4201,8209.42659717
4205,1220.77263758
4210,2447.14802222
4226,2184.49419849
4229,1877.97645203
4241,2691.69664966
4242,1228.9946626
4257,3446.06242749
4258,681.488794007
4260,2258.86242236
4263,5254.09687793
4267,888.281717163
4273,2206.90208765
4274,1899.86415491
4277,1199.12664319
4281,1630.57689587
4283,4674.39502783
4293,2700.02252051
4294,1381.31315222
4305,3970.51048853
4307,3068.45525538
4318,1550.53706848
4325,2330.8155542
4327,4467.14273242
4332,2975.98648535
4335,4511.00757373
4336,3933.84345971
4337,711.421095886
4339,3906.46740381
4343,1406.95553284
4346,908.131325623
4348,1546.78336889
4350,3896.28571289
4358,2019.61050977
4359,1999.39570373
4363,2117.88415112
4366,4150.03833349
4374,986.8207677
4375,2098.5386604
4377,1123.8927229
4393,3202.26238233
4395,2207.3517218
4400,1036.92995386
4402,6714.46446826
4404,7958.06845654
4415,2416.9846792
4418,1773.78596753
4422,1456.31578821
4430,1391.01148291
4432,2072.59208459
4433,990.428754331
4435,5900.63991406
4438,1716.82542993
4444,1741.75829651
4447,2087.53968726
4451,5214.22205469
4452,1876.21009021
4457,1447.11214026
4459,3946.54351074
4469,1210.99101599
4471,8561.16994727
4486,1102.29375134
4488,2292.11845202
4510,1505.03199353
4515,908.050635254
4527,3705.18112524
4530,1023.60589246
4534,840.988946106
4535,3860.61091772
4536,1328.75202038
4548,2760.5745083
4549,1652.03919544
4551,5341.83488428
4556,2794.49674072
4559,726.262960083
4564,1282.63571484
4570,4008.6143352
4575,7964.91195166
4584,3084.67721607
4585,2977.82718652
4591,1830.88524609
4592,2758.10882788
4593,1865.55468079
4594,1190.92847913
4598,1075.08518726
4607,2615.61203126
4608,937.987144409
4620,2347.93743482
4621,3051.79252734
4625,2764.11047705
4635,3126.44622095
4638,5156.33839062
4652,2749.00393506
4657,2497.85260498
4658,1824.75858154
4666,5664.9030586
4672,1440.18348218
4676,2914.07334351
4680,1003.83891888
4681,6564.77904737
4683,3486.04649219
4684,1036.64887671
4689,2543.63180811
4690,2658.11790186
4692,1821.5722555
4697,1791.38864563
4700,1733.04408814
4705,19114.0812012
4721,1849.52430335
4726,1858.19219055
4729,911.0901297
4731,4548.39814502
4736,2029.9456134
4739,1777.6048313
4740,1768.29657324
4753,1186.39430701
4754,2467.60702954
4755,5240.52140283
4756,1087.21394263
4759,1790.67976672
4764,1189.44550854
4771,3087.10772534
4772,1715.08043347
4776,792.430048096
4780,2800.22755859
4784,1434.71788391
4786,1364.2131571
4787,3059.58604565
4789,1065.95391077
4794,1850.16886987
4800,1814.57243665
4807,3087.4292456
4813,8252.68103223
4818,2418.98549365
4823,10464.4303682
4824,1915.65853333
4829,2419.83697705
4830,885.378593811
4835,2575.94194507
4844,1638.39005969
4845,1620.72354114
4846,2508.45241968
4847,847.141479431
4854,2828.82628491
4857,3159.69139771
4861,928.054857727
4863,1162.76609778
4866,3007.91830249
4869,4361.14423242
4871,1346.63657837
4872,2098.88371191
4875,2674.19965869
4877,8361.44964746
4878,913.698566894
4885,1985.0905957
4886,1366.50677429
4888,4010.24353735
4890,1197.39875281
4896,1114.55617407
4899,2498.38712231
4913,744.729800415
4916,2128.07790552
4920,3907.16842066
4925,3091.12506836
4934,2109.99771985
4941,2328.6336543
4946,1443.38544861
4954,2942.69439575
4956,1268.07890723
4958,4418.9810293
4965,1183.52820202
4966,1262.8795769
4970,2652.33869605
4977,1697.76324817
4980,2439.16084228
4984,1976.21194751
4995,905.41287738
4997,3096.68903198
4999,1961.42974194
5005,3607.8799065
5011,1583.9795481
5015,2442.97520776
5016,2508.5272168
5019,2882.32847657
5024,2175.55618554
5030,2038.56853028
5031,1620.73404407
5034,2169.86101879
5047,10202.2219214
5048,2454.94577319
5052,1333.75067529
5061,1860.27043653
5062,7272.702677
5067,3428.34193921
5068,4590.17355225
5077,1398.60783032
5079,2057.68819653
5090,3123.5830896
5094,2163.63738379
5103,1928.50114685
5104,930.999010499
5106,2108.94216418
5107,2063.85376074
5110,1148.2848363
5114,1726.93680139
5116,4211.53582373
5121,5755.59854053
5122,2876.78808691
5124,993.955384155
5132,3859.00588672
5133,1769.3976239
5138,2014.27794336
5143,2094.83701453
5153,1575.89423694
5154,1917.43830871
5155,935.00077954
5160,1711.07911243
5169,4167.83498095
5172,3315.53602881
5173,3202.04627027
5179,928.448587036
5182,2929.00988159
5187,1114.46132519
5192,2991.0422981
5211,1308.49370655
5213,3112.7370669
5219,913.939337219
5225,2502.02851343
5226,1100.19402026
5227,4704.41917627
5228,2090.54375647
5239,3698.2676582
5241,1469.57504602
5244,2049.94673621
5248,3830.20888599
5260,1225.6651626
5266,1065.80699792
5273,1744.20283142
5280,7377.80021045
5298,4656.22905811
5300,1039.16575928
5306,3125.62407251
5307,1128.36423181
5311,4225.83120337
5316,1136.3402345
5323,885.557638611
5332,1688.77394788
5336,1655.52749707
5338,1060.27999902
5342,3222.22183936
5347,1270.74372388
5355,4111.7702793
5357,2007.61767603
5362,1280.95476611
5363,1275.01463721
5364,970.403908937
5366,2252.24866626
5374,4643.49295825
5375,744.446702026
5379,2777.79888647
5380,2324.39668652
5383,813.456034546
5385,1521.22812585
5390,1856.13396777
5393,4754.12838525
5398,1780.95004126
5411,2625.47919727
5414,847.74149469
5429,1443.97193665
5432,8931.18066211
5436,1230.833849
5437,4950.44200293
5439,1180.54256335
5440,3932.90332886
5449,1539.89995911
5458,1256.40384497
5460,890.340449219
5462,1124.62726868
5463,2314.67338745
5465,2518.94446802
5467,3114.71694043
5475,2620.37932227
5483,1900.14772681
5485,1180.56087512
5489,1812.07146802
5493,2639.15873462
5497,804.450809265
5501,1378.87848731
5506,1240.28194397
5507,1549.43144702
5510,3061.60298633
5524,4386.16841968
5531,1348.76272241
5542,3902.97066406
5543,2158.67566162
5544,4756.25307422
5552,1754.68279407
5560,2220.78323206
5563,3972.02516846
5573,2514.4964541
5579,1096.77576795
5584,3156.97107495
5585,9281.72540674
5594,1574.67857812
5595,1704.45466565
5597,1860.21633045
5598,1410.01151221
5604,1699.3420387
5606,1494.98605335
5610,1075.15610046
5615,4662.34424853
5631,1238.21474426
5637,1422.7001626
5646,1586.14334094
5656,3125.01868384
5658,11020.6387754
5666,1464.40772229
5668,2608.58886792
5673,1271.93919873
5680,1273.89910889
5691,2620.63798388
5692,6353.35792188
5693,1932.69304016
5697,3251.36681861
5698,1696.82551867
5700,1967.42450659
5704,2084.52614892
5705,1787.80449914
5707,877.625790527
5710,900.551975159
5716,869.132103638
5720,1613.45382239
5722,2227.41412537
5727,2031.10406861
5733,1452.88998767
5737,2367.25092456
5742,3704.30712402
5747,883.383469849
5760,2645.25919482
5774,1470.04948657
5788,4942.40827051
5796,1683.24203039
5797,1344.44656384
5800,2474.53143067
5812,1632.07075525
5814,1053.13126343
5818,1132.15097034
5819,3323.2857063
5823,5167.43508447
5826,2898.40466602
5830,1678.95667224
5831,1533.20475195
5846,2833.64991406
5864,2138.22527319
5869,638.031087952
5870,4045.81877881
5879,1378.81523157
5883,10547.1743828
5886,1204.54935339
5889,4827.93467237
5904,1906.02308643
5905,1087.69581299
5910,2822.81197998
5911,2017.38082483
5914,1673.38977063
5915,1556.6200653
5920,1054.51663501
5925,1751.20424267
5926,1911.64279761
5934,2704.68647192
5939,3025.00835571
5941,912.650157532
5943,998.379033327
5949,3516.65339111
5961,1700.19695544
5965,5192.17838233
5966,2563.08900977
5969,722.257285645
5970,2401.41644214
5978,3048.73521484
5979,2650.52007935
5983,1414.62791858
5985,6451.45665527
5989,1356.36914063
5997,1440.22336841
6004,2239.68348071
6010,3765.33175586
6013,1493.97788196
6019,1547.24928198
6020,1180.53208557
6032,1140.99557543
6036,4757.96449609
6037,5814.73475293
6039,1553.55009583
6050,1792.40460266
6051,1440.29702515
6053,4643.80181348
6057,1565.65831006
6059,1192.4971377
6067,4050.58238159
6068,1403.67778528
6075,1591.71817248
6078,816.821367554
6079,4687.49217138
6080,3892.19774121
6082,4243.49061988
6084,1217.18361694
6091,2907.4273186
6092,1225.77958227
6093,5120.38963916
6096,1550.54998511
6102,1678.94093506
6105,1595.68666003
6116,1844.48035119
6122,887.912397278
6126,973.798136597
6131,4522.48444629
6140,5416.69282764
6141,1199.82121814
6146,924.547405457
6147,2745.51220459
6157,2884.2698186
6162,2228.46400171
6163,2355.2739834
6165,2418.43769849
6170,6752.86047803
6208,1665.72218469
6216,3955.60655054
6218,1623.76305334
6223,2369.78666284
6224,2045.25002539
6227,1693.25350671
6240,11280.9784795
6241,1441.54563208
6246,1177.31971191
6248,4322.19172607
6249,1160.58478296
6255,1600.27588696
6261,2970.60323486
6262,7226.68546631
6269,1531.29355798
6271,2141.14164844
6278,2546.80382862
6284,1618.5338949
6285,1286.40667139
6287,1062.59464026
6288,2469.25466943
6291,2228.69976855
6296,925.538989075
6297,3424.58669483
6304,1849.51549011
6309,2841.88739722
6310,884.528088989
6311,2253.80451684
6316,1262.99078235
6319,1503.07113782
6332,9145.44403858
6335,6158.88425635
6336,1202.91635705
6341,1053.68883142
6359,1196.90139453
6369,1849.97146997
6375,724.659106445
6378,3215.27662182
6380,2972.76946167
6385,10728.3877871
6387,7432.89414111
6391,2908.28723535
6392,701.980111755
6393,2614.43641089
6400,859.403210327
6411,2691.98368603
6415,1987.75197095
6416,2248.97380713
6419,3028.14539184
6421,1197.01760083
6432,2270.73222827
6438,1552.22719678
6444,897.751578125
6445,1451.47840747
6446,1292.69078064
6448,7860.56360596
6452,1352.11850867
6459,2075.64467993
6470,3968.8436648
6475,920.654352783
6484,2432.9643894
6492,2472.57422974
6502,1749.75165308
6505,1195.35844543
6506,1811.3165896
6513,1665.156578
6514,3210.45167896
6524,4712.66825147
6525,658.890958801
6528,1435.21417456
6529,9154.55320898
6531,1610.12720557
6538,1723.5342915
6541,4188.7037024
6546,2768.79182886
6553,824.024700195
6563,739.433999511
6567,1822.75990686
6586,5734.2526416
6588,2330.74091455
6589,4407.60847705
6591,3395.89486206
6596,1345.13593103
6607,1503.94510303
6613,10876.1032676
6615,1898.956776
6625,1177.02708691
6629,3345.10645703
6630,2468.43722534
6632,1437.12651172
6640,881.770436951
6645,2979.93464526
6648,2247.51967846
6656,1601.5724159
6658,2543.35925122
6661,1558.80754639
6663,2166.69584863
6665,2921.09745752
6673,1695.30217786
6676,1785.15287769
6681,1296.45037134
6683,1634.33769214
6684,845.071115112
6695,1221.39410034
6697,1436.21544946
6700,2772.10023071
6702,1116.78116126
6703,1296.49760242
6704,3511.92541089
6712,4295.75543628
6716,4841.38102197
6723,1286.96088696
6733,3772.91008569
6734,2218.66320484
6739,3744.90123218
6743,661.407640564
6746,1490.46009216
6756,1301.70809522
6758,1327.03805932
6765,878.718040466
6772,2042.85908252
6776,3552.1429646
6777,1792.56148316
6784,2940.05692749
6785,1243.26464526
